id,status,review_decision,reviewer_notes,displayTitle,summary,body,gift,shadow,integration,do,dont,lifeAreas,collectionHints,tags,intensity,planetA,aspect,planetB,voiceNeutral,source_file
mercury-conjunction-uranus,DRAFT,,,Perceptive And Original,Thinking and speech merge freedom and disruption. This concentrated pattern asks you to use clear thinking and originality with awareness.,"Thinking and speech merge freedom and disruption. This concentrated pattern asks you to use clear thinking and originality with awareness. The mind meets disruption and originality. Fast, unconventional, leap-of-insight thinking that resists linear order. These drives sit close together, so the pattern may feel natural, immediate, and hard to separate. In practice, this can show up through thinking and speech, freedom and disruption, and the choices you make when mental noise or instability starts running the room.","The gift is clear thinking, originality, and a more conscious way to work with thinking and speech and freedom and disruption.","The shadow is mental noise, instability, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and freedom and disruption cooperate without making either one carry the whole story. Strong for innovation, problem-solving, and tech; weak for routine detail and steady communication.",Name how thinking and speech and freedom and disruption are both involved | Use the easy opening deliberately | Turn clear thinking and originality into one concrete choice,Let mental noise make the decision | Assume what feels natural is automatically balanced | Ignore the needs of thinking and speech or freedom and disruption,communication | work | friends,career-patterns | personal-growth,mercury | uranus | conjunction | clear-thinking | originality,4,mercury,conjunction,uranus,true,data/insights/natal-aspects/mercury-conjunction-uranus.json
mercury-conjunction-venus,DRAFT,,,Articulate Or Polished,"Your words may reach for beauty, tact, and connection. You can make ideas easier to receive.","Mercury conjunction Venus describes a mind with aesthetic and relational intelligence. You may speak with charm, write with rhythm, negotiate with grace, or notice how tone changes whether truth can land. This aspect can support art, design, language, music, mediation, sales, and social fluency. The shadow is over-polishing the message until the sharper truth disappears. The gift is graceful communication. The growth is letting pleasant language remain honest.","Tact, charm, artistic language, mediation, and the ability to make connection through words.","People-pleasing speech, avoidance of conflict, flattery, and softening truth until it loses shape.","Use beauty to carry truth, not to hide it. A clear sentence can still be kind.",Say the beautiful version of the true thing | Use tone intentionally | Let creative language sharpen meaning,Compliment instead of answering | Make harmony more important than clarity | Edit your real preference out of the sentence,communication | love | creativity,core-traits | love-patterns | career-patterns,language | charm | art | tact | harmony,3,mercury,conjunction,venus,true,data/insights/natal-aspects/mercury-conjunction-venus.json
mercury-opposition-jupiter,DRAFT,,,Perceptive Across Expansive,Thinking and speech mirror growth and belief. This polarized pattern asks you to use clear thinking and optimism with awareness.,"Thinking and speech mirror growth and belief. This polarized pattern asks you to use clear thinking and optimism with awareness. Exaggeration, and swinging between getting lost in detail and ignoring it entirely. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through thinking and speech, growth and belief, and the choices you make when mental noise or overreach starts running the room.","The gift is clear thinking, optimism, and a more conscious way to work with thinking and speech and growth and belief.","The shadow is mental noise, overreach, and repeating the same pattern without noticing what it is trying to teach.",Let thinking and speech and growth and belief cooperate without making either one carry the whole story. Strong for pairing vision with persuasion; watch overstatement.,Name how thinking and speech and growth and belief are both involved | Pause before choosing the most familiar reaction | Turn clear thinking and optimism into one concrete choice,Let mental noise make the decision | Treat tension as proof that something is wrong | Ignore the needs of thinking and speech or growth and belief,communication | work | growth,career-patterns | personal-growth | shadow-work,mercury | jupiter | opposition | clear-thinking | optimism,4,mercury,opposition,jupiter,true,data/insights/natal-aspects/mercury-opposition-jupiter.json
mercury-opposition-mars,DRAFT,,,Perceptive Across Driven,Thinking and speech mirror drive and anger. This polarized pattern asks you to use clear thinking and courage with awareness.,"Thinking and speech mirror drive and anger. This polarized pattern asks you to use clear thinking and courage with awareness. Arguments and verbal aggression; the mind never switches off. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through thinking and speech, drive and anger, and the choices you make when mental noise or reactivity starts running the room.","The gift is clear thinking, courage, and a more conscious way to work with thinking and speech and drive and anger.","The shadow is mental noise, reactivity, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and drive and anger cooperate without making either one carry the whole story. Fast, cutting thinking; the task is channeling the edge productively.",Name how thinking and speech and drive and anger are both involved | Pause before choosing the most familiar reaction | Turn clear thinking and courage into one concrete choice,Let mental noise make the decision | Treat tension as proof that something is wrong | Ignore the needs of thinking and speech or drive and anger,communication | work | power,career-patterns | shadow-work,mercury | mars | opposition | clear-thinking | courage,4,mercury,opposition,mars,true,data/insights/natal-aspects/mercury-opposition-mars.json
mercury-opposition-neptune,DRAFT,,,Imaginal Or Unclear,"Your mind can move through symbol, mood, and possibility. Clarity may take effort because perception is not only literal.","Mercury opposition Neptune describes a porous connection between thought and imagination. You may be gifted with metaphor, music, image, spiritual language, or empathic listening, but you may also struggle with vagueness, avoidance, or hearing what you hope is true. Other people may project onto your words, or you may project onto theirs. The gift is imaginative intelligence. The growth is learning to ask simple clarifying questions before the story becomes too large to check.","Imagination, empathy, symbolic thinking, and the ability to communicate subtle experience.","Confusion, mixed signals, avoidance, idealization, and believing a story before checking the facts.",Use clear language as an ally to imagination. Specifics do not ruin the magic; they help the right meaning survive contact with real life.,Repeat agreements in plain language | Check whether you heard facts or feelings | Use art for what cannot be stated directly,Let ambiguity make decisions for you | Assume intuition means certainty | Promise what you have not understood,communication | spirituality | creativity,core-traits | personal-growth | shadow-work,imagination | clarity | projection | intuition | language,4,mercury,opposition,neptune,true,data/insights/natal-aspects/mercury-opposition-neptune.json
mercury-opposition-pluto,DRAFT,,,Perceptive Across Intense,Thinking and speech mirror power and transformation. This polarized pattern asks you to use clear thinking and depth with awareness.,"Thinking and speech mirror power and transformation. This polarized pattern asks you to use clear thinking and depth with awareness. Communication turns coercive or obsessive. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through thinking and speech, power and transformation, and the choices you make when mental noise or control starts running the room.","The gift is clear thinking, depth, and a more conscious way to work with thinking and speech and power and transformation.","The shadow is mental noise, control, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and power and transformation cooperate without making either one carry the whole story. Sales, persuasion, research, and anything requiring depth and force of message.",Name how thinking and speech and power and transformation are both involved | Pause before choosing the most familiar reaction | Turn clear thinking and depth into one concrete choice,Let mental noise make the decision | Treat tension as proof that something is wrong | Ignore the needs of thinking and speech or power and transformation,communication | work | power,career-patterns | shadow-work,mercury | pluto | opposition | clear-thinking | depth,5,mercury,opposition,pluto,true,data/insights/natal-aspects/mercury-opposition-pluto.json
mercury-opposition-saturn,DRAFT,,,Perceptive Across Steady,Thinking and speech mirror discipline and limits. This polarized pattern asks you to use clear thinking and maturity with awareness.,"Thinking and speech mirror discipline and limits. This polarized pattern asks you to use clear thinking and maturity with awareness. Brooding and mental heaviness; the remedy is keeping the mind on useful work. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through thinking and speech, discipline and limits, and the choices you make when mental noise or fear starts running the room.","The gift is clear thinking, maturity, and a more conscious way to work with thinking and speech and discipline and limits.","The shadow is mental noise, fear, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and discipline and limits cooperate without making either one carry the whole story. Thorough and exacting, with little patience for small talk.",Name how thinking and speech and discipline and limits are both involved | Pause before choosing the most familiar reaction | Turn clear thinking and maturity into one concrete choice,Let mental noise make the decision | Treat tension as proof that something is wrong | Ignore the needs of thinking and speech or discipline and limits,communication | work,career-patterns | shadow-work,mercury | saturn | opposition | clear-thinking | maturity,4,mercury,opposition,saturn,true,data/insights/natal-aspects/mercury-opposition-saturn.json
mercury-opposition-uranus,DRAFT,,,Perceptive Across Original,Thinking and speech mirror freedom and disruption. This polarized pattern asks you to use clear thinking and originality with awareness.,"Thinking and speech mirror freedom and disruption. This polarized pattern asks you to use clear thinking and originality with awareness. Scattered, jumpy thinking, nervous tension, and impatience with slow or conventional reasoning. The two sides may appear through contrast, projection, or relationships until you learn to hold both directly. In practice, this can show up through thinking and speech, freedom and disruption, and the choices you make when mental noise or instability starts running the room.","The gift is clear thinking, originality, and a more conscious way to work with thinking and speech and freedom and disruption.","The shadow is mental noise, instability, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and freedom and disruption cooperate without making either one carry the whole story. Strong for innovation, problem-solving, and tech; weak for routine detail and steady communication.",Name how thinking and speech and freedom and disruption are both involved | Pause before choosing the most familiar reaction | Turn clear thinking and originality into one concrete choice,Let mental noise make the decision | Treat tension as proof that something is wrong | Ignore the needs of thinking and speech or freedom and disruption,communication | work | friends,career-patterns | personal-growth | shadow-work,mercury | uranus | opposition | clear-thinking | originality,4,mercury,opposition,uranus,true,data/insights/natal-aspects/mercury-opposition-uranus.json
mercury-sextile-jupiter,DRAFT,,,Perceptive With Expansive,Thinking and speech support growth and belief. This cooperative pattern asks you to use clear thinking and optimism with awareness.,"Thinking and speech support growth and belief. This cooperative pattern asks you to use clear thinking and optimism with awareness. Fluid shifting between generalities and specifics; the conjunction here generally reads as easy. The connection is available when you choose to use it; it works best through deliberate practice. In practice, this can show up through thinking and speech, growth and belief, and the choices you make when mental noise or overreach starts running the room.","The gift is clear thinking, optimism, and a more conscious way to work with thinking and speech and growth and belief.","The shadow is mental noise, overreach, and repeating the same pattern without noticing what it is trying to teach.",Let thinking and speech and growth and belief cooperate without making either one carry the whole story. Strong for pairing vision with persuasion; watch overstatement.,Name how thinking and speech and growth and belief are both involved | Use the easy opening deliberately | Turn clear thinking and optimism into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or growth and belief,communication | work | growth,career-patterns | personal-growth,mercury | jupiter | sextile | clear-thinking | optimism,3,mercury,sextile,jupiter,true,data/insights/natal-aspects/mercury-sextile-jupiter.json
mercury-sextile-mars,DRAFT,,,Perceptive With Driven,Thinking and speech support drive and anger. This cooperative pattern asks you to use clear thinking and courage with awareness.,"Thinking and speech support drive and anger. This cooperative pattern asks you to use clear thinking and courage with awareness. Quick, incisive thinking and confident argument. The connection is available when you choose to use it; it works best through deliberate practice. In practice, this can show up through thinking and speech, drive and anger, and the choices you make when mental noise or reactivity starts running the room.","The gift is clear thinking, courage, and a more conscious way to work with thinking and speech and drive and anger.","The shadow is mental noise, reactivity, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and drive and anger cooperate without making either one carry the whole story. Fast, cutting thinking; the task is channeling the edge productively.",Name how thinking and speech and drive and anger are both involved | Use the easy opening deliberately | Turn clear thinking and courage into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or drive and anger,communication | work | power,career-patterns | personal-growth,mercury | mars | sextile | clear-thinking | courage,3,mercury,sextile,mars,true,data/insights/natal-aspects/mercury-sextile-mars.json
mercury-sextile-neptune,DRAFT,,,Perceptive With Inspired,Thinking and speech support imagination and longing. This cooperative pattern asks you to use clear thinking and compassion with awareness.,"Thinking and speech support imagination and longing. This cooperative pattern asks you to use clear thinking and compassion with awareness. Inspired ideation and a feel for the unspoken. The connection is available when you choose to use it; it works best through deliberate practice. In practice, this can show up through thinking and speech, imagination and longing, and the choices you make when mental noise or confusion starts running the room.","The gift is clear thinking, compassion, and a more conscious way to work with thinking and speech and imagination and longing.","The shadow is mental noise, confusion, and repeating the same pattern without noticing what it is trying to teach.",Let thinking and speech and imagination and longing cooperate without making either one carry the whole story. Creative ideation; verify the details before acting on them.,Name how thinking and speech and imagination and longing are both involved | Use the easy opening deliberately | Turn clear thinking and compassion into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or imagination and longing,communication | work | spirituality,career-patterns | personal-growth,mercury | neptune | sextile | clear-thinking | compassion,3,mercury,sextile,neptune,true,data/insights/natal-aspects/mercury-sextile-neptune.json
mercury-sextile-pluto,DRAFT,,,Perceptive With Intense,Thinking and speech support power and transformation. This cooperative pattern asks you to use clear thinking and depth with awareness.,"Thinking and speech support power and transformation. This cooperative pattern asks you to use clear thinking and depth with awareness. Persuasive depth and a talent for getting at hidden information. The connection is available when you choose to use it; it works best through deliberate practice. In practice, this can show up through thinking and speech, power and transformation, and the choices you make when mental noise or control starts running the room.","The gift is clear thinking, depth, and a more conscious way to work with thinking and speech and power and transformation.","The shadow is mental noise, control, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and power and transformation cooperate without making either one carry the whole story. Sales, persuasion, research, and anything requiring depth and force of message.",Name how thinking and speech and power and transformation are both involved | Use the easy opening deliberately | Turn clear thinking and depth into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or power and transformation,communication | work | power,career-patterns | shadow-work | personal-growth,mercury | pluto | sextile | clear-thinking | depth,3,mercury,sextile,pluto,true,data/insights/natal-aspects/mercury-sextile-pluto.json
mercury-sextile-saturn,DRAFT,,,Perceptive With Steady,Thinking and speech support discipline and limits. This cooperative pattern asks you to use clear thinking and maturity with awareness.,"Thinking and speech support discipline and limits. This cooperative pattern asks you to use clear thinking and maturity with awareness. Rigor, depth, and thoroughness. The connection is available when you choose to use it; it works best through deliberate practice. In practice, this can show up through thinking and speech, discipline and limits, and the choices you make when mental noise or fear starts running the room.","The gift is clear thinking, maturity, and a more conscious way to work with thinking and speech and discipline and limits.","The shadow is mental noise, fear, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and discipline and limits cooperate without making either one carry the whole story. Thorough and exacting, with little patience for small talk.",Name how thinking and speech and discipline and limits are both involved | Use the easy opening deliberately | Turn clear thinking and maturity into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or discipline and limits,communication | work,career-patterns | personal-growth,mercury | saturn | sextile | clear-thinking | maturity,3,mercury,sextile,saturn,true,data/insights/natal-aspects/mercury-sextile-saturn.json
mercury-sextile-uranus,DRAFT,,,Perceptive With Original,Thinking and speech support freedom and disruption. This cooperative pattern asks you to use clear thinking and originality with awareness.,"Thinking and speech support freedom and disruption. This cooperative pattern asks you to use clear thinking and originality with awareness. Brilliant, inventive insight and quick grasp of new systems and technology. The connection is available when you choose to use it; it works best through deliberate practice. In practice, this can show up through thinking and speech, freedom and disruption, and the choices you make when mental noise or instability starts running the room.","The gift is clear thinking, originality, and a more conscious way to work with thinking and speech and freedom and disruption.","The shadow is mental noise, instability, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and freedom and disruption cooperate without making either one carry the whole story. Strong for innovation, problem-solving, and tech; weak for routine detail and steady communication.",Name how thinking and speech and freedom and disruption are both involved | Use the easy opening deliberately | Turn clear thinking and originality into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or freedom and disruption,communication | work | friends,career-patterns | personal-growth,mercury | uranus | sextile | clear-thinking | originality,3,mercury,sextile,uranus,true,data/insights/natal-aspects/mercury-sextile-uranus.json
mercury-sextile-venus,DRAFT,,,Perceptive With Magnetic,Thinking and speech support love and values. This cooperative pattern asks you to use clear thinking and relational grace with awareness.,"Thinking and speech support love and values. This cooperative pattern asks you to use clear thinking and relational grace with awareness. Smooth, pleasant, persuasive communication. The connection is available when you choose to use it; it works best through deliberate practice. In practice, this can show up through thinking and speech, love and values, and the choices you make when mental noise or approval seeking starts running the room.","The gift is clear thinking, relational grace, and a more conscious way to work with thinking and speech and love and values.","The shadow is mental noise, approval seeking, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and love and values cooperate without making either one carry the whole story. Diplomacy, the arts, and any work where pleasant, persuasive expression matters.",Name how thinking and speech and love and values are both involved | Use the easy opening deliberately | Turn clear thinking and relational grace into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or love and values,communication | work | love,career-patterns | love-patterns | personal-growth,mercury | venus | sextile | clear-thinking | relational-grace,3,mercury,sextile,venus,true,data/insights/natal-aspects/mercury-sextile-venus.json
mercury-square-jupiter,DRAFT,,,Perceptive Or Expansive,Thinking and speech press against growth and belief. This frictional pattern asks you to use clear thinking and optimism with awareness.,"Thinking and speech press against growth and belief. This frictional pattern asks you to use clear thinking and optimism with awareness. Exaggeration, and swinging between getting lost in detail and ignoring it entirely. The friction makes the pattern noticeable, especially when pressure forces an adjustment. In practice, this can show up through thinking and speech, growth and belief, and the choices you make when mental noise or overreach starts running the room.","The gift is clear thinking, optimism, and a more conscious way to work with thinking and speech and growth and belief.","The shadow is mental noise, overreach, and repeating the same pattern without noticing what it is trying to teach.",Let thinking and speech and growth and belief cooperate without making either one carry the whole story. Strong for pairing vision with persuasion; watch overstatement.,Name how thinking and speech and growth and belief are both involved | Pause before choosing the most familiar reaction | Turn clear thinking and optimism into one concrete choice,Let mental noise make the decision | Treat tension as proof that something is wrong | Ignore the needs of thinking and speech or growth and belief,communication | work | growth,career-patterns | personal-growth | shadow-work,mercury | jupiter | square | clear-thinking | optimism,4,mercury,square,jupiter,true,data/insights/natal-aspects/mercury-square-jupiter.json
mercury-square-mars,DRAFT,,,Sharp Or Combative,"Your mind can move like a blade. Fast words, fast decisions, and fast irritation may arrive together.","Mercury square Mars describes mental heat and verbal speed. You may debate, decide, defend, or challenge quickly, especially when something feels inefficient or dishonest. This aspect can make you a strong advocate, strategist, critic, or problem-solver. It can also make words come out harsher than intended or turn disagreement into attack. The gift is decisive intelligence. The growth is learning when sharpness clarifies and when it only cuts.","Quick thinking, direct speech, strategic argument, and the courage to name what needs action.","Argumentativeness, impatience, verbal aggression, and reacting before listening is complete.",Let the mind stay fast while the mouth takes one breath. Precision is stronger than verbal force.,Ask one more question before arguing | Use direct language with a clear purpose | Channel mental heat into solving the problem,Win the sentence and lose the person | Treat interruption as efficiency | Use sarcasm when you mean anger,communication | work | power,career-patterns | shadow-work | personal-growth,speech | anger | debate | strategy | impatience,4,mercury,square,mars,true,data/insights/natal-aspects/mercury-square-mars.json
mercury-square-neptune,DRAFT,,,Perceptive Or Inspired,Thinking and speech press against imagination and longing. This frictional pattern asks you to use clear thinking and compassion with awareness.,"Thinking and speech press against imagination and longing. This frictional pattern asks you to use clear thinking and compassion with awareness. Slippery memory and blurred facts; what's real and what's imagined get confused. The friction makes the pattern noticeable, especially when pressure forces an adjustment. In practice, this can show up through thinking and speech, imagination and longing, and the choices you make when mental noise or confusion starts running the room.","The gift is clear thinking, compassion, and a more conscious way to work with thinking and speech and imagination and longing.","The shadow is mental noise, confusion, and repeating the same pattern without noticing what it is trying to teach.",Let thinking and speech and imagination and longing cooperate without making either one carry the whole story. Creative ideation; verify the details before acting on them.,Name how thinking and speech and imagination and longing are both involved | Pause before choosing the most familiar reaction | Turn clear thinking and compassion into one concrete choice,Let mental noise make the decision | Treat tension as proof that something is wrong | Ignore the needs of thinking and speech or imagination and longing,communication | work | spirituality,career-patterns | personal-growth | shadow-work,mercury | neptune | square | clear-thinking | compassion,4,mercury,square,neptune,true,data/insights/natal-aspects/mercury-square-neptune.json
mercury-square-pluto,DRAFT,,,Perceptive Or Intense,Thinking and speech press against power and transformation. This frictional pattern asks you to use clear thinking and depth with awareness.,"Thinking and speech press against power and transformation. This frictional pattern asks you to use clear thinking and depth with awareness. Communication turns coercive or obsessive. The friction makes the pattern noticeable, especially when pressure forces an adjustment. In practice, this can show up through thinking and speech, power and transformation, and the choices you make when mental noise or control starts running the room.","The gift is clear thinking, depth, and a more conscious way to work with thinking and speech and power and transformation.","The shadow is mental noise, control, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and power and transformation cooperate without making either one carry the whole story. Sales, persuasion, research, and anything requiring depth and force of message.",Name how thinking and speech and power and transformation are both involved | Pause before choosing the most familiar reaction | Turn clear thinking and depth into one concrete choice,Let mental noise make the decision | Treat tension as proof that something is wrong | Ignore the needs of thinking and speech or power and transformation,communication | work | power,career-patterns | shadow-work,mercury | pluto | square | clear-thinking | depth,5,mercury,square,pluto,true,data/insights/natal-aspects/mercury-square-pluto.json
mercury-square-saturn,DRAFT,,,Careful Or Censored,"Your mind can be rigorous, but it may also expect criticism before anyone has spoken.","Mercury square Saturn describes serious thought, careful speech, and a strong internal editor. You may learn through pressure, delay, or the feeling that you have to be certain before you are allowed to speak. This can make you precise, disciplined, and trustworthy with complex ideas. It can also make your voice smaller than your intelligence. The growth is to keep the discernment while letting yourself think out loud, revise, and be human in the process.","Precision, discipline, realism, and the ability to give language a durable structure.","Harsh self-criticism, fear of sounding wrong, pessimism, and withholding thoughts until the moment has passed.",Let thinking be a process instead of a verdict. Your standards are useful when they support expression rather than blocking it.,Say the first clear version | Separate feedback from rejection | Use structure to support your voice,Wait for perfect certainty | Let an old authority become your inner narrator | Call every doubt realism,communication | work | identity,core-traits | career-patterns | personal-growth,voice | self-trust | discipline | criticism | thinking,4,mercury,square,saturn,true,data/insights/natal-aspects/mercury-square-saturn.json
mercury-square-uranus,DRAFT,,,Brilliant Or Abrupt,"Your mind moves in jumps. You may see the pattern quickly, then lose patience with everyone still reading the instructions.","Mercury square Uranus describes a quick, original, disruptive mind. You may think in flashes, challenge assumptions, and make unusual connections without needing permission. This can make you inventive and ahead of the room, but it can also make communication sharp, scattered, or impatient. The gift is mental independence. The growth is learning to translate the spark so other people can use it too.","Original thinking, rapid insight, technical curiosity, and the courage to question stale ideas.","Nervous overload, contrarian reflexes, interrupting, and changing direction before the thought has landed.","Let your mind move fast, then give the idea a second pass. Translation is not dilution; it is how the insight becomes useful.",Write down flashes before debating them | Ask whether you want to clarify or provoke | Build pauses into fast conversations,Treat boredom as proof that someone is wrong | Interrupt before the other person finishes | Discard structure just because it is familiar,communication | work | identity,core-traits | career-patterns | personal-growth,originality | nerves | communication | invention | disruption,4,mercury,square,uranus,true,data/insights/natal-aspects/mercury-square-uranus.json
mercury-trine-jupiter,DRAFT,,,Big Picture Or Too Broad,Your mind wants meaning. You may understand best when facts connect to a larger story.,"Mercury trine Jupiter describes an expansive intelligence. You may learn through context, teach naturally, speak with encouragement, or move easily between detail and principle. This aspect can support writing, study, strategy, travel, publishing, humor, and persuasive explanation. The shadow is assuming the big picture is enough and skipping the fine print. The gift is wisdom in language. The growth is letting accuracy strengthen your vision instead of slowing it down.","Teaching, broad thinking, humor, optimism, and the ability to make complex ideas feel approachable.","Overgeneralizing, missing details, talking past the question, and trusting confidence more than evidence.",Let the vision stay wide and the facts stay checked. The best idea becomes stronger when it can survive specifics.,Translate ideas into useful language | Check the key detail before presenting | Use optimism to open the conversation,Skip evidence because the story feels right | Overpromise what the idea can do | Mistake volume for understanding,communication | growth | work,career-patterns | core-traits | personal-growth,teaching | optimism | meaning | learning | strategy,3,mercury,trine,jupiter,true,data/insights/natal-aspects/mercury-trine-jupiter.json
mercury-trine-mars,DRAFT,,,Perceptive Through Driven,Thinking and speech flow with drive and anger. This fluid pattern asks you to use clear thinking and courage with awareness.,"Thinking and speech flow with drive and anger. This fluid pattern asks you to use clear thinking and courage with awareness. Quick, incisive thinking and confident argument. The pattern can flow easily, which is useful when it is conscious and easy to take for granted when it is not. In practice, this can show up through thinking and speech, drive and anger, and the choices you make when mental noise or reactivity starts running the room.","The gift is clear thinking, courage, and a more conscious way to work with thinking and speech and drive and anger.","The shadow is mental noise, reactivity, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and drive and anger cooperate without making either one carry the whole story. Fast, cutting thinking; the task is channeling the edge productively.",Name how thinking and speech and drive and anger are both involved | Use the easy opening deliberately | Turn clear thinking and courage into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or drive and anger,communication | work | power,career-patterns | personal-growth,mercury | mars | trine | clear-thinking | courage,3,mercury,trine,mars,true,data/insights/natal-aspects/mercury-trine-mars.json
mercury-trine-neptune,DRAFT,,,Perceptive Through Inspired,Thinking and speech flow with imagination and longing. This fluid pattern asks you to use clear thinking and compassion with awareness.,"Thinking and speech flow with imagination and longing. This fluid pattern asks you to use clear thinking and compassion with awareness. Inspired ideation and a feel for the unspoken. The pattern can flow easily, which is useful when it is conscious and easy to take for granted when it is not. In practice, this can show up through thinking and speech, imagination and longing, and the choices you make when mental noise or confusion starts running the room.","The gift is clear thinking, compassion, and a more conscious way to work with thinking and speech and imagination and longing.","The shadow is mental noise, confusion, and repeating the same pattern without noticing what it is trying to teach.",Let thinking and speech and imagination and longing cooperate without making either one carry the whole story. Creative ideation; verify the details before acting on them.,Name how thinking and speech and imagination and longing are both involved | Use the easy opening deliberately | Turn clear thinking and compassion into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or imagination and longing,communication | work | spirituality,career-patterns | personal-growth,mercury | neptune | trine | clear-thinking | compassion,3,mercury,trine,neptune,true,data/insights/natal-aspects/mercury-trine-neptune.json
mercury-trine-pluto,DRAFT,,,Perceptive Through Intense,Thinking and speech flow with power and transformation. This fluid pattern asks you to use clear thinking and depth with awareness.,"Thinking and speech flow with power and transformation. This fluid pattern asks you to use clear thinking and depth with awareness. Persuasive depth and a talent for getting at hidden information. The pattern can flow easily, which is useful when it is conscious and easy to take for granted when it is not. In practice, this can show up through thinking and speech, power and transformation, and the choices you make when mental noise or control starts running the room.","The gift is clear thinking, depth, and a more conscious way to work with thinking and speech and power and transformation.","The shadow is mental noise, control, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and power and transformation cooperate without making either one carry the whole story. Sales, persuasion, research, and anything requiring depth and force of message.",Name how thinking and speech and power and transformation are both involved | Use the easy opening deliberately | Turn clear thinking and depth into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or power and transformation,communication | work | power,career-patterns | shadow-work | personal-growth,mercury | pluto | trine | clear-thinking | depth,3,mercury,trine,pluto,true,data/insights/natal-aspects/mercury-trine-pluto.json
mercury-trine-saturn,DRAFT,,,Perceptive Through Steady,Thinking and speech flow with discipline and limits. This fluid pattern asks you to use clear thinking and maturity with awareness.,"Thinking and speech flow with discipline and limits. This fluid pattern asks you to use clear thinking and maturity with awareness. Rigor, depth, and thoroughness. The pattern can flow easily, which is useful when it is conscious and easy to take for granted when it is not. In practice, this can show up through thinking and speech, discipline and limits, and the choices you make when mental noise or fear starts running the room.","The gift is clear thinking, maturity, and a more conscious way to work with thinking and speech and discipline and limits.","The shadow is mental noise, fear, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and discipline and limits cooperate without making either one carry the whole story. Thorough and exacting, with little patience for small talk.",Name how thinking and speech and discipline and limits are both involved | Use the easy opening deliberately | Turn clear thinking and maturity into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or discipline and limits,communication | work,career-patterns | personal-growth,mercury | saturn | trine | clear-thinking | maturity,3,mercury,trine,saturn,true,data/insights/natal-aspects/mercury-trine-saturn.json
mercury-trine-uranus,DRAFT,,,Perceptive Through Original,Thinking and speech flow with freedom and disruption. This fluid pattern asks you to use clear thinking and originality with awareness.,"Thinking and speech flow with freedom and disruption. This fluid pattern asks you to use clear thinking and originality with awareness. Brilliant, inventive insight and quick grasp of new systems and technology. The pattern can flow easily, which is useful when it is conscious and easy to take for granted when it is not. In practice, this can show up through thinking and speech, freedom and disruption, and the choices you make when mental noise or instability starts running the room.","The gift is clear thinking, originality, and a more conscious way to work with thinking and speech and freedom and disruption.","The shadow is mental noise, instability, and repeating the same pattern without noticing what it is trying to teach.","Let thinking and speech and freedom and disruption cooperate without making either one carry the whole story. Strong for innovation, problem-solving, and tech; weak for routine detail and steady communication.",Name how thinking and speech and freedom and disruption are both involved | Use the easy opening deliberately | Turn clear thinking and originality into one concrete choice,Let mental noise make the decision | Take the talent for granted | Ignore the needs of thinking and speech or freedom and disruption,communication | work | friends,career-patterns | personal-growth,mercury | uranus | trine | clear-thinking | originality,3,mercury,trine,uranus,true,data/insights/natal-aspects/mercury-trine-uranus.json
