surface,item_type,id,title,original_source_meaning,base_meaning_rewrite,observable_experience,shadow_pattern,best_move,business_lens,voice_notes,source_file
Sky + You,placements/sign,saturn-scorpio,Saturn in Scorpio,"tldr: Saturn in Scorpio: discipline must be learned through trust, power, and transformation. body: With Saturn in Scorpio, the work is facing fear, control, grief, intimacy, and what cannot be healed by staying on the surface. Depth becomes mastery when secrecy gives way to self-honesty. gift: Emotional endurance, strategic focus, and the ability to transform pain into mature power. voiceNeutral: true","Structure, limits, responsibility, time, and consequence moves through depth, privacy, trust, emotional honesty, and intensity. Read this as current weather, not a personality trait.","People may notice structure, limits, responsibility, time, and consequence taking on a more depth tone in conversations, choices, and timing.",confusing caution with wisdom or delay with failure,Define the next responsibility and make it manageable.,"Useful for planning: watch how structure, limits, responsibility, time, and consequence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/saturn-scorpio.json
Sky + You,placements/sign,saturn-taurus,Saturn in Taurus,"tldr: Saturn in Taurus: discipline must be learned through resources, patience, and embodied security. body: With Saturn in Taurus, the work is building stability slowly and learning that value is proven through care, consistency, and wise stewardship. gift: Financial discipline, endurance, practical skill, and respect for what lasts. voiceNeutral: true","Structure, limits, responsibility, time, and consequence moves through stability, patience, material reality, comfort, and consistency. Read this as current weather, not a personality trait.","People may notice structure, limits, responsibility, time, and consequence taking on a more stability tone in conversations, choices, and timing.",confusing caution with wisdom or delay with failure,Define the next responsibility and make it manageable.,"Useful for planning: watch how structure, limits, responsibility, time, and consequence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/saturn-taurus.json
Sky + You,placements/sign,saturn-virgo,Saturn in Virgo,"tldr: Saturn in Virgo: discipline must be learned through craft, health, and daily refinement. body: With Saturn in Virgo, the work is developing skill, discernment, and useful routines without turning improvement into punishment. gift: Mastery of craft, practical intelligence, and devotion to meaningful service. voiceNeutral: true","Structure, limits, responsibility, time, and consequence moves through discernment, repair, routine, useful detail, and refinement. Read this as current weather, not a personality trait.","People may notice structure, limits, responsibility, time, and consequence taking on a more discernment tone in conversations, choices, and timing.",confusing caution with wisdom or delay with failure,Define the next responsibility and make it manageable.,"Useful for planning: watch how structure, limits, responsibility, time, and consequence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/saturn-virgo.json
Sky + You,placements/sign,sun-aquarius,Sun in Aquarius,"tldr: The Sun in Aquarius: identity built through originality, community, and future vision. body: With the Sun in Aquarius, the core self strengthens through independent thought, social awareness, and the courage to live outside stale expectations. You are here to bring perspective that serves more than the self. gift: Innovation, objectivity, humanitarian vision, and the ability to see systems clearly. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through distance, systems, independence, collective patterns, and future orientation. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more distance tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-aquarius.json
Sky + You,placements/sign,sun-aries,Sun in Aries,"tldr: The Sun in Aries: identity built through courage, initiation, and direct self-assertion. body: With the Sun in Aries, the core self strengthens when you act, choose, begin, and trust the first honest impulse. You are here to develop courage without needing permission to move. gift: Leadership, bravery, independence, and the ability to begin what others only discuss. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through urgency, courage, initiative, and direct action. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more urgency tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-aries.json
Sky + You,placements/sign,sun-cancer,Sun in Cancer,"tldr: The Sun in Cancer: identity built through care, memory, and emotional belonging. body: With the Sun in Cancer, the core self strengthens when you protect what matters and build spaces where tenderness can survive. You are here to trust emotional intelligence as real guidance. gift: Nurturing leadership, intuition, loyalty, and the ability to create emotional safety. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through memory, protection, belonging, care, and emotional context. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more memory tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-cancer.json
Sky + You,placements/sign,sun-capricorn,Sun in Capricorn,"tldr: The Sun in Capricorn: identity built through responsibility, mastery, and long-term creation. body: With the Sun in Capricorn, the core self strengthens through discipline, structure, ambition, and earned authority. You are here to build something durable without sacrificing your humanity to the climb. gift: Strategy, endurance, leadership, patience, and the ability to turn effort into legacy. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through structure, restraint, responsibility, practical next steps, and endurance. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more structure tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-capricorn.json
Sky + You,placements/sign,sun-gemini,Sun in Gemini,"tldr: The Sun in Gemini: identity built through curiosity, language, and connection. body: With the Sun in Gemini, the core self strengthens through learning, asking, translating, and staying mentally alive. You are here to gather experience and turn it into useful understanding. gift: Communication, adaptability, wit, and the ability to connect ideas and people. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through curiosity, language, movement, information, and adaptability. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more curiosity tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-gemini.json
Sky + You,placements/sign,sun-leo,Sun in Leo,"tldr: The Sun in Leo: identity built through expression, visibility, and creative warmth. body: With the Sun in Leo, the core self strengthens through being seen, creating boldly, and leading from the heart. The Sun is at home in Leo, so confidence works cleanly when it has a generous purpose. gift: Magnetic presence, creative leadership, warmth, courage, and the ability to energize a room. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through visibility, confidence, creativity, recognition, and expressive warmth. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more visibility tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-leo.json
Sky + You,placements/sign,sun-libra,Sun in Libra,"tldr: The Sun in Libra: identity built through relationship, balance, and ethical choice. body: With the Sun in Libra, the core self strengthens through partnership, beauty, fairness, and the ability to consider more than one side. You are here to create harmony without losing your own center. gift: Diplomacy, charm, fairness, social intelligence, and partnership skill. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through relationship, fairness, aesthetics, agreement, and social balance. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more relationship tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-libra.json
Sky + You,placements/sign,sun-pisces,Sun in Pisces,"tldr: The Sun in Pisces: identity built through compassion, imagination, and spiritual sensitivity. body: With the Sun in Pisces, the core self strengthens through empathy, creativity, intuition, and connection to what cannot be measured. You are here to keep your heart open while still staying embodied. gift: Compassion, artistry, intuition, forgiveness, and imaginative wisdom. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through sensitivity, imagination, compassion, porous boundaries, and surrender. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more sensitivity tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-pisces.json
Sky + You,placements/sign,sun-sagittarius,Sun in Sagittarius,"tldr: The Sun in Sagittarius: identity built through truth, freedom, and lived wisdom. body: With the Sun in Sagittarius, the core self strengthens through exploration, study, candor, and the search for meaning. You are here to keep widening the view while embodying what you claim to believe. gift: Optimism, teaching, humor, honesty, and faith in possibility. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through meaning, belief, exploration, perspective, and growth. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more meaning tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-sagittarius.json
Sky + You,placements/sign,sun-scorpio,Sun in Scorpio,"tldr: The Sun in Scorpio: identity built through depth, honesty, and transformation. body: With the Sun in Scorpio, the core self strengthens when you stop skimming the surface and face what is real. You are here to develop power through truth, trust, and emotional courage. gift: Intensity, resilience, loyalty, psychological insight, and the ability to transform through crisis. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through depth, privacy, trust, emotional honesty, and intensity. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more depth tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-scorpio.json
Sky + You,placements/sign,sun-taurus,Sun in Taurus,"tldr: The Sun in Taurus: identity built through steadiness, embodiment, and lasting value. body: With the Sun in Taurus, the core self strengthens through patience, consistency, beauty, and tangible creation. You are here to build a life that can be felt, held, enjoyed, and trusted. gift: Endurance, loyalty, grounded confidence, and the ability to make value real. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through stability, patience, material reality, comfort, and consistency. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more stability tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-taurus.json
Sky + You,placements/sign,sun-virgo,Sun in Virgo,"tldr: The Sun in Virgo: identity built through skill, discernment, and useful service. body: With the Sun in Virgo, the core self strengthens through improving what is real, tending the details, and making life work better. You are here to refine without reducing yourself to what still needs fixing. gift: Precision, humility, analysis, devotion, and practical excellence. voiceNeutral: true","Attention, vitality, visibility, and confidence moves through discernment, repair, routine, useful detail, and refinement. Read this as current weather, not a personality trait.","People may notice attention, vitality, visibility, and confidence taking on a more discernment tone in conversations, choices, and timing.","needing certainty, approval, or control before acting",Choose the one place your attention matters most.,"Useful for planning: watch how attention, vitality, visibility, and confidence changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/sun-virgo.json
Sky + You,placements/sign,uranus-aquarius,Uranus in Aquarius,"tldr: Uranus in Aquarius. body: The urge to disrupt and break free expressed through independent, principled detachment. (Modern planet; no traditional dignity.) Modern affinity with this sign. gift: At work this reads as the urge to disrupt and break free carried out with independent. voiceNeutral: true","Change, disruption, freedom, and originality moves through distance, systems, independence, collective patterns, and future orientation. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more distance tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-aquarius.json
Sky + You,placements/sign,uranus-aries,Uranus in Aries,"tldr: Uranus in Aries. body: The urge to disrupt and break free expressed through direct, fast, assertive force. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with direct. voiceNeutral: true","Change, disruption, freedom, and originality moves through urgency, courage, initiative, and direct action. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more urgency tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-aries.json
Sky + You,placements/sign,uranus-cancer,Uranus in Cancer,"tldr: Uranus in Cancer. body: The urge to disrupt and break free expressed through protective, feeling-led care. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with protective. voiceNeutral: true","Change, disruption, freedom, and originality moves through memory, protection, belonging, care, and emotional context. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more memory tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-cancer.json
Sky + You,placements/sign,uranus-capricorn,Uranus in Capricorn,"tldr: Uranus in Capricorn. body: The urge to disrupt and break free expressed through disciplined, ambitious restraint. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with disciplined. voiceNeutral: true","Change, disruption, freedom, and originality moves through structure, restraint, responsibility, practical next steps, and endurance. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more structure tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-capricorn.json
Sky + You,placements/sign,uranus-gemini,Uranus in Gemini,"tldr: Uranus in Gemini. body: The urge to disrupt and break free expressed through curious, verbal versatility. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with curious. voiceNeutral: true","Change, disruption, freedom, and originality moves through curiosity, language, movement, information, and adaptability. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more curiosity tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-gemini.json
Sky + You,placements/sign,uranus-leo,Uranus in Leo,"tldr: Uranus in Leo. body: The urge to disrupt and break free expressed through proud, expressive warmth. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with proud. voiceNeutral: true","Change, disruption, freedom, and originality moves through visibility, confidence, creativity, recognition, and expressive warmth. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more visibility tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-leo.json
Sky + You,placements/sign,uranus-libra,Uranus in Libra,"tldr: Uranus in Libra. body: The urge to disrupt and break free expressed through relational, fair-minded balance. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with relational. voiceNeutral: true","Change, disruption, freedom, and originality moves through relationship, fairness, aesthetics, agreement, and social balance. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more relationship tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-libra.json
Sky + You,placements/sign,uranus-pisces,Uranus in Pisces,"tldr: Uranus in Pisces. body: The urge to disrupt and break free expressed through imaginative, boundary-less compassion. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with imaginative. voiceNeutral: true","Change, disruption, freedom, and originality moves through sensitivity, imagination, compassion, porous boundaries, and surrender. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more sensitivity tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-pisces.json
Sky + You,placements/sign,uranus-sagittarius,Uranus in Sagittarius,"tldr: Uranus in Sagittarius. body: The urge to disrupt and break free expressed through expansive, freedom-loving optimism. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with expansive. voiceNeutral: true","Change, disruption, freedom, and originality moves through meaning, belief, exploration, perspective, and growth. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more meaning tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-sagittarius.json
Sky + You,placements/sign,uranus-scorpio,Uranus in Scorpio,"tldr: Uranus in Scorpio. body: The urge to disrupt and break free expressed through intense, controlling depth. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with intense. voiceNeutral: true","Change, disruption, freedom, and originality moves through depth, privacy, trust, emotional honesty, and intensity. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more depth tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-scorpio.json
Sky + You,placements/sign,uranus-taurus,Uranus in Taurus,"tldr: Uranus in Taurus. body: The urge to disrupt and break free expressed through steady, sensual patience. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with steady. voiceNeutral: true","Change, disruption, freedom, and originality moves through stability, patience, material reality, comfort, and consistency. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more stability tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-taurus.json
Sky + You,placements/sign,uranus-virgo,Uranus in Virgo,"tldr: Uranus in Virgo. body: The urge to disrupt and break free expressed through precise, analytical usefulness. (Modern planet; no traditional dignity.) gift: At work this reads as the urge to disrupt and break free carried out with precise. voiceNeutral: true","Change, disruption, freedom, and originality moves through discernment, repair, routine, useful detail, and refinement. Read this as current weather, not a personality trait.","People may notice change, disruption, freedom, and originality taking on a more discernment tone in conversations, choices, and timing.",breaking pattern for the sake of escape rather than truth,Pause before treating disruption as direction.,"Useful for planning: watch how change, disruption, freedom, and originality changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/uranus-virgo.json
Sky + You,placements/sign,venus-aquarius,Venus in Aquarius,"tldr: Venus in Aquarius: love needs friendship, freedom, and respect for difference. body: With Venus in Aquarius, attraction grows through mental connection, shared ideals, and room to be unconventional. You value bonds that do not demand conformity. gift: Friendship, originality, social awareness, and love that honors individuality. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through distance, systems, independence, collective patterns, and future orientation. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more distance tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-aquarius.json
Sky + You,placements/sign,venus-aries,Venus in Aries,"tldr: Venus in Aries: love is direct, passionate, and sparked by aliveness. body: With Venus in Aries, attraction moves quickly and wants honesty, excitement, and pursuit. You value desire that feels immediate and brave. gift: Bold affection, romantic courage, creative heat, and the ability to ask for what you want. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through urgency, courage, initiative, and direct action. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more urgency tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-aries.json
Sky + You,placements/sign,venus-cancer,Venus in Cancer,"tldr: Venus in Cancer: love is protective, tender, and rooted in emotional belonging. body: With Venus in Cancer, affection shows through care, memory, home, food, and the desire to make someone feel safe. You value devotion that feels emotionally real. gift: Nurturing love, loyalty, emotional generosity, and the ability to create comfort. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through memory, protection, belonging, care, and emotional context. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more memory tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-cancer.json
Sky + You,placements/sign,venus-capricorn,Venus in Capricorn,"tldr: Venus in Capricorn: love is serious, loyal, and built through time. body: With Venus in Capricorn, affection may be reserved at first, but it values commitment, reliability, and shared ambition. Love becomes real through consistency. gift: Loyalty, maturity, practical devotion, and the ability to build lasting value. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through structure, restraint, responsibility, practical next steps, and endurance. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more structure tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-capricorn.json
Sky + You,placements/sign,venus-gemini,Venus in Gemini,"tldr: Venus in Gemini: love needs conversation, curiosity, and mental play. body: With Venus in Gemini, attraction grows through words, wit, variety, and the pleasure of being mentally met. You value connection that keeps moving and learning. gift: Charm, flirtation, adaptability, and relational curiosity. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through curiosity, language, movement, information, and adaptability. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more curiosity tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-gemini.json
Sky + You,placements/sign,venus-leo,Venus in Leo,"tldr: Venus in Leo: love is warm, expressive, and generous with the heart. body: With Venus in Leo, affection wants joy, celebration, romance, and visible appreciation. You value love that feels alive, proud, and creative. gift: Generosity, charisma, playfulness, and radiant affection. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through visibility, confidence, creativity, recognition, and expressive warmth. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more visibility tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-leo.json
Sky + You,placements/sign,venus-libra,Venus in Libra,"tldr: Venus in Libra: love seeks harmony, beauty, fairness, and mutuality. body: With Venus in Libra, Venus is at home, so relationship intelligence, social grace, and aesthetic balance are strong. You value partnership that feels reciprocal and elegant. gift: Diplomacy, charm, fairness, artistic taste, and the ability to create relational ease. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through relationship, fairness, aesthetics, agreement, and social balance. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more relationship tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-libra.json
Sky + You,placements/sign,venus-pisces,Venus in Pisces,"tldr: Venus in Pisces: love is compassionate, imaginative, and spiritually porous. body: With Venus in Pisces, Venus is exalted, so empathy, romance, artistry, and unconditional tenderness can be strong. You value love that feels soulful and kind. gift: Compassion, forgiveness, creativity, and the ability to love beyond surface conditions. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through sensitivity, imagination, compassion, porous boundaries, and surrender. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more sensitivity tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-pisces.json
Sky + You,placements/sign,venus-sagittarius,Venus in Sagittarius,"tldr: Venus in Sagittarius: love needs freedom, honesty, and shared exploration. body: With Venus in Sagittarius, attraction grows through adventure, laughter, truth, and a wider horizon. You value relationships that expand rather than confine. gift: Optimism, candor, generosity, and love of shared discovery. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through meaning, belief, exploration, perspective, and growth. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more meaning tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-sagittarius.json
Sky + You,placements/sign,venus-scorpio,Venus in Scorpio,"tldr: Venus in Scorpio: love is intense, private, and transformative. body: With Venus in Scorpio, attraction wants depth, loyalty, truth, and emotional risk. Venus is in detriment here, so attachment can become all-or-nothing until trust is handled consciously. gift: Magnetism, loyalty, emotional courage, and the capacity for deep intimacy. voiceNeutral: true","Connection, value, pleasure, attraction, and ease moves through depth, privacy, trust, emotional honesty, and intensity. Read this as current weather, not a personality trait.","People may notice connection, value, pleasure, attraction, and ease taking on a more depth tone in conversations, choices, and timing.",keeping things pleasant while avoiding what needs to be named,Name what would actually feel supportive.,"Useful for planning: watch how connection, value, pleasure, attraction, and ease changes pace and choose the cleanest next move.",Experience first. Astrology explains after. Do not write current sky as personality.,packages/astro-knowledge/data/placements/sign/venus-scorpio.json
