surface,item_type,id,title,original_source_meaning,base_meaning_rewrite,observable_current_activation,pressure_point,best_move,reader_facing_summary,voice_notes,source_file
You,transits/natal,mercury_mars_opposition,Transiting Mercury Opposition Natal Mars,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of action, heat, courage, friction, and desire through a polarity aspect.","This may temporarily bring action, heat, courage, friction, and desire into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Turning tension into a standoff instead of a clearer understanding.,Clarify the facts before committing.,"Something connected to action, heat, courage, friction, and desire may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_mars_opposition.json
You,transits/natal,mercury_mars_sextile,Transiting Mercury Sextile Natal Mars,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of action, heat, courage, friction, and desire through a opening aspect.","This may temporarily bring action, heat, courage, friction, and desire into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Coasting on the good idea without turning it into anything concrete.,Clarify the facts before committing.,"Something connected to action, heat, courage, friction, and desire may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_mars_sextile.json
You,transits/natal,mercury_mars_square,Transiting Mercury Square Natal Mars,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of action, heat, courage, friction, and desire through a friction aspect.","This may temporarily bring action, heat, courage, friction, and desire into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Forcing a decision just to end the discomfort.,Clarify the facts before committing.,"Something connected to action, heat, courage, friction, and desire may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_mars_square.json
You,transits/natal,mercury_mars_trine,Transiting Mercury Trine Natal Mars,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of action, heat, courage, friction, and desire through a flow aspect.","This may temporarily bring action, heat, courage, friction, and desire into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Letting the ease pass unused because nothing feels urgent.,Clarify the facts before committing.,"Something connected to action, heat, courage, friction, and desire may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_mars_trine.json
You,transits/natal,mercury_mercury_conjunction,Transiting Mercury Conjunction Natal Mercury,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of language, information, decisions, and nervous energy through a fusion aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Acting from the intensity before identifying the separate parts.,Clarify the facts before committing.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_mercury_conjunction.json
You,transits/natal,mercury_mercury_opposition,Transiting Mercury Opposition Natal Mercury,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of language, information, decisions, and nervous energy through a polarity aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Turning tension into a standoff instead of a clearer understanding.,Clarify the facts before committing.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_mercury_opposition.json
You,transits/natal,mercury_mercury_sextile,Transiting Mercury Sextile Natal Mercury,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of language, information, decisions, and nervous energy through a opening aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Coasting on the good idea without turning it into anything concrete.,Clarify the facts before committing.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_mercury_sextile.json
You,transits/natal,mercury_mercury_square,Transiting Mercury Square Natal Mercury,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of language, information, decisions, and nervous energy through a friction aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Forcing a decision just to end the discomfort.,Clarify the facts before committing.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_mercury_square.json
You,transits/natal,mercury_mercury_trine,Transiting Mercury Trine Natal Mercury,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of language, information, decisions, and nervous energy through a flow aspect.","This may temporarily bring language, information, decisions, and nervous energy into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Letting the ease pass unused because nothing feels urgent.,Clarify the facts before committing.,"Something connected to language, information, decisions, and nervous energy may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_mercury_trine.json
You,transits/natal,mercury_moon_conjunction,Transiting Mercury Conjunction Natal Moon,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of emotion, instinct, needs, and daily rhythm through a fusion aspect.","This may temporarily bring emotion, instinct, needs, and daily rhythm into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Acting from the intensity before identifying the separate parts.,Clarify the facts before committing.,"Something connected to emotion, instinct, needs, and daily rhythm may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_moon_conjunction.json
You,transits/natal,mercury_moon_opposition,Transiting Mercury Opposition Natal Moon,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of emotion, instinct, needs, and daily rhythm through a polarity aspect.","This may temporarily bring emotion, instinct, needs, and daily rhythm into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Turning tension into a standoff instead of a clearer understanding.,Clarify the facts before committing.,"Something connected to emotion, instinct, needs, and daily rhythm may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_moon_opposition.json
You,transits/natal,mercury_moon_sextile,Transiting Mercury Sextile Natal Moon,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of emotion, instinct, needs, and daily rhythm through a opening aspect.","This may temporarily bring emotion, instinct, needs, and daily rhythm into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Coasting on the good idea without turning it into anything concrete.,Clarify the facts before committing.,"Something connected to emotion, instinct, needs, and daily rhythm may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_moon_sextile.json
You,transits/natal,mercury_moon_square,Transiting Mercury Square Natal Moon,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of emotion, instinct, needs, and daily rhythm through a friction aspect.","This may temporarily bring emotion, instinct, needs, and daily rhythm into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Forcing a decision just to end the discomfort.,Clarify the facts before committing.,"Something connected to emotion, instinct, needs, and daily rhythm may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_moon_square.json
You,transits/natal,mercury_moon_trine,Transiting Mercury Trine Natal Moon,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of emotion, instinct, needs, and daily rhythm through a flow aspect.","This may temporarily bring emotion, instinct, needs, and daily rhythm into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Letting the ease pass unused because nothing feels urgent.,Clarify the facts before committing.,"Something connected to emotion, instinct, needs, and daily rhythm may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_moon_trine.json
You,transits/natal,mercury_neptune_conjunction,Transiting Mercury Conjunction Natal Neptune,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of imagination, longing, vision, sensitivity, and uncertainty through a fusion aspect.","This may temporarily bring imagination, longing, vision, sensitivity, and uncertainty into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Acting from the intensity before identifying the separate parts.,Clarify the facts before committing.,"Something connected to imagination, longing, vision, sensitivity, and uncertainty may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_neptune_conjunction.json
You,transits/natal,mercury_neptune_opposition,Transiting Mercury Opposition Natal Neptune,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of imagination, longing, vision, sensitivity, and uncertainty through a polarity aspect.","This may temporarily bring imagination, longing, vision, sensitivity, and uncertainty into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Turning tension into a standoff instead of a clearer understanding.,Clarify the facts before committing.,"Something connected to imagination, longing, vision, sensitivity, and uncertainty may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_neptune_opposition.json
You,transits/natal,mercury_neptune_sextile,Transiting Mercury Sextile Natal Neptune,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of imagination, longing, vision, sensitivity, and uncertainty through a opening aspect.","This may temporarily bring imagination, longing, vision, sensitivity, and uncertainty into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Coasting on the good idea without turning it into anything concrete.,Clarify the facts before committing.,"Something connected to imagination, longing, vision, sensitivity, and uncertainty may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_neptune_sextile.json
You,transits/natal,mercury_neptune_square,Transiting Mercury Square Natal Neptune,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of imagination, longing, vision, sensitivity, and uncertainty through a friction aspect.","This may temporarily bring imagination, longing, vision, sensitivity, and uncertainty into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Forcing a decision just to end the discomfort.,Clarify the facts before committing.,"Something connected to imagination, longing, vision, sensitivity, and uncertainty may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_neptune_square.json
You,transits/natal,mercury_neptune_trine,Transiting Mercury Trine Natal Neptune,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of imagination, longing, vision, sensitivity, and uncertainty through a flow aspect.","This may temporarily bring imagination, longing, vision, sensitivity, and uncertainty into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Letting the ease pass unused because nothing feels urgent.,Clarify the facts before committing.,"Something connected to imagination, longing, vision, sensitivity, and uncertainty may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_neptune_trine.json
You,transits/natal,mercury_pluto_conjunction,Transiting Mercury Conjunction Natal Pluto,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of depth, power, pressure, release, and transformation through a fusion aspect.","This may temporarily bring depth, power, pressure, release, and transformation into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Acting from the intensity before identifying the separate parts.,Clarify the facts before committing.,"Something connected to depth, power, pressure, release, and transformation may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_pluto_conjunction.json
You,transits/natal,mercury_pluto_opposition,Transiting Mercury Opposition Natal Pluto,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of depth, power, pressure, release, and transformation through a polarity aspect.","This may temporarily bring depth, power, pressure, release, and transformation into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Turning tension into a standoff instead of a clearer understanding.,Clarify the facts before committing.,"Something connected to depth, power, pressure, release, and transformation may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_pluto_opposition.json
You,transits/natal,mercury_pluto_sextile,Transiting Mercury Sextile Natal Pluto,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of depth, power, pressure, release, and transformation through a opening aspect.","This may temporarily bring depth, power, pressure, release, and transformation into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Coasting on the good idea without turning it into anything concrete.,Clarify the facts before committing.,"Something connected to depth, power, pressure, release, and transformation may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_pluto_sextile.json
You,transits/natal,mercury_pluto_square,Transiting Mercury Square Natal Pluto,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of depth, power, pressure, release, and transformation through a friction aspect.","This may temporarily bring depth, power, pressure, release, and transformation into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Forcing a decision just to end the discomfort.,Clarify the facts before committing.,"Something connected to depth, power, pressure, release, and transformation may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_pluto_square.json
You,transits/natal,mercury_pluto_trine,Transiting Mercury Trine Natal Pluto,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of depth, power, pressure, release, and transformation through a flow aspect.","This may temporarily bring depth, power, pressure, release, and transformation into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Letting the ease pass unused because nothing feels urgent.,Clarify the facts before committing.,"Something connected to depth, power, pressure, release, and transformation may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_pluto_trine.json
You,transits/natal,mercury_saturn_conjunction,Transiting Mercury Conjunction Natal Saturn,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of structure, limits, responsibility, time, and consequence through a fusion aspect.","This may temporarily bring structure, limits, responsibility, time, and consequence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Acting from the intensity before identifying the separate parts.,Clarify the facts before committing.,"Something connected to structure, limits, responsibility, time, and consequence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_saturn_conjunction.json
You,transits/natal,mercury_saturn_opposition,Transiting Mercury Opposition Natal Saturn,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of structure, limits, responsibility, time, and consequence through a polarity aspect.","This may temporarily bring structure, limits, responsibility, time, and consequence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Turning tension into a standoff instead of a clearer understanding.,Clarify the facts before committing.,"Something connected to structure, limits, responsibility, time, and consequence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_saturn_opposition.json
You,transits/natal,mercury_saturn_sextile,Transiting Mercury Sextile Natal Saturn,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of structure, limits, responsibility, time, and consequence through a opening aspect.","This may temporarily bring structure, limits, responsibility, time, and consequence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Coasting on the good idea without turning it into anything concrete.,Clarify the facts before committing.,"Something connected to structure, limits, responsibility, time, and consequence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_saturn_sextile.json
You,transits/natal,mercury_saturn_square,Transiting Mercury Square Natal Saturn,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of structure, limits, responsibility, time, and consequence through a friction aspect.","This may temporarily bring structure, limits, responsibility, time, and consequence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Forcing a decision just to end the discomfort.,Clarify the facts before committing.,"Something connected to structure, limits, responsibility, time, and consequence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_saturn_square.json
You,transits/natal,mercury_saturn_trine,Transiting Mercury Trine Natal Saturn,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of structure, limits, responsibility, time, and consequence through a flow aspect.","This may temporarily bring structure, limits, responsibility, time, and consequence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Letting the ease pass unused because nothing feels urgent.,Clarify the facts before committing.,"Something connected to structure, limits, responsibility, time, and consequence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_saturn_trine.json
You,transits/natal,mercury_sun_conjunction,Transiting Mercury Conjunction Natal Sun,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of attention, vitality, visibility, and confidence through a fusion aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Acting from the intensity before identifying the separate parts.,Clarify the facts before committing.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_sun_conjunction.json
You,transits/natal,mercury_sun_opposition,Transiting Mercury Opposition Natal Sun,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of attention, vitality, visibility, and confidence through a polarity aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Turning tension into a standoff instead of a clearer understanding.,Clarify the facts before committing.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_sun_opposition.json
You,transits/natal,mercury_sun_sextile,Transiting Mercury Sextile Natal Sun,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of attention, vitality, visibility, and confidence through a opening aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Coasting on the good idea without turning it into anything concrete.,Clarify the facts before committing.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_sun_sextile.json
You,transits/natal,mercury_sun_square,Transiting Mercury Square Natal Sun,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of attention, vitality, visibility, and confidence through a friction aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Forcing a decision just to end the discomfort.,Clarify the facts before committing.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_sun_square.json
You,transits/natal,mercury_sun_trine,Transiting Mercury Trine Natal Sun,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of attention, vitality, visibility, and confidence through a flow aspect.","This may temporarily bring attention, vitality, visibility, and confidence into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Letting the ease pass unused because nothing feels urgent.,Clarify the facts before committing.,"Something connected to attention, vitality, visibility, and confidence may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_sun_trine.json
You,transits/natal,mercury_uranus_conjunction,Transiting Mercury Conjunction Natal Uranus,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of change, disruption, freedom, and originality through a fusion aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Acting from the intensity before identifying the separate parts.,Clarify the facts before committing.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_uranus_conjunction.json
You,transits/natal,mercury_uranus_opposition,Transiting Mercury Opposition Natal Uranus,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of change, disruption, freedom, and originality through a polarity aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Turning tension into a standoff instead of a clearer understanding.,Clarify the facts before committing.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_uranus_opposition.json
You,transits/natal,mercury_uranus_sextile,Transiting Mercury Sextile Natal Uranus,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of change, disruption, freedom, and originality through a opening aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Coasting on the good idea without turning it into anything concrete.,Clarify the facts before committing.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_uranus_sextile.json
You,transits/natal,mercury_uranus_square,Transiting Mercury Square Natal Uranus,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of change, disruption, freedom, and originality through a friction aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Forcing a decision just to end the discomfort.,Clarify the facts before committing.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_uranus_square.json
You,transits/natal,mercury_uranus_trine,Transiting Mercury Trine Natal Uranus,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of change, disruption, freedom, and originality through a flow aspect.","This may temporarily bring change, disruption, freedom, and originality into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Letting the ease pass unused because nothing feels urgent.,Clarify the facts before committing.,"Something connected to change, disruption, freedom, and originality may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_uranus_trine.json
You,transits/natal,mercury_venus_conjunction,Transiting Mercury Conjunction Natal Venus,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of connection, value, pleasure, attraction, and ease through a fusion aspect.","This may temporarily bring connection, value, pleasure, attraction, and ease into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Acting from the intensity before identifying the separate parts.,Clarify the facts before committing.,"Something connected to connection, value, pleasure, attraction, and ease may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_venus_conjunction.json
You,transits/natal,mercury_venus_opposition,Transiting Mercury Opposition Natal Venus,voiceNeutral: true,"A current movement of language, information, decisions, and nervous energy contacts the natal pattern of connection, value, pleasure, attraction, and ease through a polarity aspect.","This may temporarily bring connection, value, pleasure, attraction, and ease into focus through events, conversations, moods, decisions, or timing connected to language, information, decisions, and nervous energy.",Turning tension into a standoff instead of a clearer understanding.,Clarify the facts before committing.,"Something connected to connection, value, pleasure, attraction, and ease may be easier to notice now because language, information, decisions, and nervous energy is pressing on it. Treat this as timing, not fate.","Current sky to natal chart: timing signal, not fate. Explain what part of their chart is being temporarily activated.",packages/astro-knowledge/data/transits/natal/mercury_venus_opposition.json
