priority,content_key,current_source,reader_audit_scope,status
4,authored/transit-aspect/lilith/south-node/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/lilith/south-node/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/south-node/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mars/south-node/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/south-node/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/mercury/south-node/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/south-node/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/moon/south-node/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/south-node/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/neptune/south-node/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/midheaven/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/midheaven/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/midheaven/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/midheaven/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/midheaven/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/south-node/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/south-node/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/south-node/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/south-node/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/north-node/south-node/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/south-node/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/pluto/south-node/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/south-node/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/saturn/south-node/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/midheaven/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/midheaven/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/midheaven/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/midheaven/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/midheaven/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/south-node/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/south-node/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/south-node/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/south-node/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/south-node/south-node/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/sun/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/south-node/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/uranus/south-node/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/descendant/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/descendant/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/descendant/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/descendant/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/descendant/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/imum-coeli/conjunction,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/imum-coeli/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/imum-coeli/sextile,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/imum-coeli/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/imum-coeli/trine,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/south-node/opposition,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
4,authored/transit-aspect/venus/south-node/square,fallback-template/transit.aspect,false,needs-owner-approved-personal-transit-copy
